x
1,255
2,507
3,1468
4,144
5,2603
6,3683
7,3870
8,755
9,2733
10,2362
11,761
12,2758
13,3271
14,83
15,2003
16,1322
17,1529
18,518
19,3584
20,1455
21,2456
22,270
23,2274
24,1653
25,3596
26,2721
27,72
28,3741
29,3127
30,1280
31,1837
32,838
33,2674
34,891
35,617
36,2368
37,2063
38,3859
39,1521
40,2578
41,508
42,3203
43,2410
44,2426
45,2148
46,1377
47,708
48,2451
49,3782
50,2781
51,605
52,3693
53,1417
54,1059
55,633
56,3160
57,1331
58,1745
59,2449
60,1924
61,1511
62,2956
63,2515
64,670
65,1843
66,586
67,2
68,2948
69,851
70,2990
71,1937
72,1138
73,1545
74,524
75,1911
76,2605
77,1812
78,3676
79,53
80,2999
81,739
82,2521
83,488
84,1416
85,2825
86,1471
87,839
88,1276
89,1762
90,51
91,3034
92,1342
93,3598
94,3013
95,1682
96,2181
97,198
98,1315
99,2647
100,2153
101,3446
102,652
103,1512
104,3791
105,1482
106,836
107,3700
108,2096
109,1278
110,3484
111,1386
112,3654
113,3664
114,2073
115,3761
116,2102
117,470
118,2665
119,3186
120,447
121,1052
122,2719
123,3737
124,1131
125,2055
126,509
127,2931
128,774
129,2635
130,1944
131,2590
132,877
133,1912
134,3687
135,568
136,2512
137,2334
138,3268
139,2112
140,523
141,1095
142,873
143,1247
144,2339
145,2196
146,402
147,2551
148,3232
149,889
150,1688
151,1600
152,1989
153,41
154,2764
155,3600
156,3665
157,3399
158,2024
159,3201
160,2134
161,112
162,2496
163,2523
164,3517
165,2277
166,3794
167,904
168,2560
169,2110
170,1819
171,3225
172,2437
173,2251
174,2689
175,2982
176,1822
177,1904
178,2165
179,2487
180,1026
181,1387
182,3272
183,1020
184,697
185,1536
186,922
187,3288
188,2504
189,3230
190,3247
191,2625
192,2944
193,2993
194,759
195,2584
196,2234
197,1802
198,103
199,178
200,1067
201,543
202,862
203,1425
204,2001
205,3128
206,541
207,3397
208,496
209,1422
210,2507
211,1426
212,1561
213,212
214,3081
215,2538
216,1766
217,710
218,545
219,3283
220,798
221,716
222,20
223,2130
224,1087
225,2303
226,335
227,1384
228,3192
229,2790
230,3299
231,3894
232,1621
233,426
234,3795
235,3616
236,3424
237,3702
238,1564
239,1950
240,1439
241,2093
242,2384
243,2431
244,1750
245,973
246,1112
247,3764
248,2332
249,2025
250,142
251,3189
252,3254
253,3526
254,3253
255,235
256,3168
257,2680
258,1831
259,3666
260,3287
261,2962
262,2418
263,2035
264,849
265,2882
266,284
267,3807
268,2550
269,2104
270,1428
271,1817
272,2116
273,1310
274,754
275,1038
276,2443
277,1260
278,1030
279,3448
280,1976
281,1049
282,1395
283,2375
284,3771
285,1290
286,2739
287,970
288,3193
289,1364
290,966
291,1005
292,2259
293,1572
294,484
295,1050
296,919
297,2133
298,2549
299,1421
300,2670
301,69
302,2117
303,3349
304,1749
305,729
306,1758
307,679
308,3714
309,1542
310,648
311,2450
312,556
313,2731
314,244
315,3362
316,137
317,2325
318,3347
319,823
320,1687
321,2744
322,1268
323,1669
324,1533
325,825
326,1450
327,3886
328,3825
329,2258
330,707
331,99
332,1697
333,2430
334,1465
335,383
336,1360
337,3376
338,365
339,3249
340,395
341,109
342,2591
343,224
344,1444
345,1654
346,2361
347,118
348,1556
349,2798
350,2736
351,3052
352,3450
353,3440
354,1753
355,2784
356,3002
357,2097
358,1189
359,1877
360,2807
361,1809
362,304
363,2901
364,1657
365,3115
366,249
367,634
368,3197
369,93
370,3314
371,1289
372,3674
373,2767
374,88
375,2294
376,3187
377,893
378,3503
379,1437
380,1674
381,2885
382,1850
383,1279
384,341
385,285
386,24
387,127
388,2452
389,1359
390,1613
