x
1,3043
2,592
3,3032
4,321
5,2060
6,231
7,1808
8,1787
9,2310
10,1196
11,3447
12,2928
13,1737
14,2133
15,3522
16,3490
17,185
18,40
19,2498
20,1084
21,732
22,1461
23,2514
24,2554
25,1194
26,3804
27,3187
28,3026
29,2246
30,2771
31,3470
32,1782
33,1086
34,2616
35,127
36,1775
37,3103
38,2698
39,304
40,2266
41,2401
42,1706
43,1562
44,623
45,1820
46,1693
47,1670
48,503
49,2633
50,1426
51,85
52,3074
53,722
54,115
55,1386
56,2840
57,2315
58,1609
59,508
60,3514
61,2008
62,1083
63,320
64,3244
65,1671
66,2149
67,1337
68,366
69,3093
70,977
71,1429
72,546
73,305
74,2000
75,3008
76,2942
77,2452
78,3579
79,1551
80,3771
81,1951
82,1025
83,933
84,869
85,1809
86,1989
87,293
88,327
89,488
90,758
91,3851
92,423
93,3723
94,3549
95,2150
96,1422
97,3104
98,2166
99,1460
100,2386
101,324
102,3231
103,3605
104,1172
105,1008
106,287
107,983
108,2192
109,56
110,347
111,3380
112,32
113,1708
114,19
115,3813
116,2338
117,3174
118,1170
119,598
120,1977
121,3626
122,44
123,964
124,694
125,2283
126,9
127,3773
128,1802
129,1282
130,203
131,2330
132,1868
133,727
134,2830
135,76
136,2158
137,1709
138,2040
139,425
140,710
141,2564
142,2043
143,3175
144,3176
145,3094
146,2749
147,753
148,3233
149,159
150,633
151,3373
152,2773
153,2448
154,2753
155,2760
156,2772
157,2031
158,429
159,1605
160,533
161,1157
162,2900
163,3649
164,1185
165,3282
166,1198
167,306
168,2946
169,1115
170,807
171,1243
172,3035
173,881
174,2911
175,2815
176,3509
177,1444
178,2999
179,3014
180,350
181,2097
182,3054
183,3759
184,3474
185,2700
186,276
187,3463
188,3719
189,2342
190,242
191,3303
192,2362
193,1865
194,3266
195,674
196,1948
197,1569
198,980
199,896
200,248
201,2403
202,3063
203,3481
204,2245
205,620
206,2199
207,2155
208,1192
209,3208
210,1635
211,2364
212,2224
213,3661
214,269
215,3517
216,456
217,3223
218,1601
219,1183
220,1401
221,3064
222,3357
223,1914
224,2363
225,3190
226,2744
227,3854
228,1956
229,2481
230,2305
231,575
232,2653
233,1891
234,2134
235,409
236,120
237,547
238,258
239,1047
240,3886
241,3185
242,2535
243,2705
244,2720
245,337
246,2886
247,1770
248,754
249,741
250,1871
251,2119
252,3281
253,1010
254,1841
255,193
256,2484
257,2715
258,534
259,2258
260,79
261,246
262,1268
263,717
264,2785
265,2419
266,672
267,874
268,773
269,1947
270,3042
271,848
272,3823
273,3575
274,1780
275,3810
276,751
277,3488
278,2859
279,779
280,3290
281,2489
282,1348
283,2860
284,2260
285,3720
286,1720
287,940
288,1298
289,2138
290,1276
291,3869
292,1090
293,371
294,2972
295,652
296,1316
297,1990
298,1034
299,3039
300,1410
301,1265
302,428
303,351
304,2476
305,3163
306,2888
307,1181
308,2085
309,2088
310,3131
311,1046
312,1493
313,114
314,3358
315,1427
316,405
317,1524
318,2391
319,1102
320,1898
321,64
322,148
323,2556
324,1577
325,2529
326,50
327,1819
328,3347
329,1206
330,1062
331,877
332,1471
333,3021
334,925
335,2908
336,2280
337,35
338,3177
339,484
340,1629
341,2333
342,2102
343,3112
344,777
345,123
346,3253
347,1593
348,444
349,1464
350,2387
351,3824
352,864
353,2684
354,2934
355,473
356,3880
357,2589
358,3528
359,3594
360,2284
361,3610
362,3839
363,795
364,3633
365,2528
366,520
367,41
368,107
369,2746
370,1327
371,482
372,424
373,1877
374,635
375,817
376,992
377,1409
378,2201
379,2621
380,310
381,1685
382,474
383,1882
384,3668
385,1626
386,1014
387,3089
388,1927
389,1531
390,2036
