"CellName","Belonging_Cluster","xChoord","yChoord","extraScore","intraScore","neighbor","silhouetteValue"
"Lib90_00000.HCC827","3","-21.6941842531776","44.9477189060273","39.426847092963","16.562765493668","1","0.579911488874183"
"Lib90_00001.HCC827","3","-21.6904423454441","45.005772137654","39.4718527749627","16.5323667564547","1","0.581160609543485"
"Lib90_00002.H838","2","-42.9360699346126","21.160560027976","44.6548334065214","18.7311946326105","1","0.580533769724578"
"Lib90_00003.HCC827","3","-21.2306932393801","44.9110939432801","39.1360919949709","16.2216493102493","1","0.585506664479075"
"Lib90_00004.HCC827","3","-21.5492080725496","45.2125977474154","39.5605481748759","16.3254629721961","1","0.587329707868809"
"Lib90_00005.HCC827","3","-21.6083255718518","45.0311634150135","39.446074853106","16.455344728419","1","0.582839489361175"
"Lib90_00006.H1975","1","-7.94930193939219","16.8459076519677","36.7049274067062","11.0233523431776","3","0.69967649789811"
"Lib90_00007.H1975","1","-7.93515159647858","16.7224827137809","36.8248455110427","10.9650520312368","3","0.702237663754795"
"Lib90_00008.HCC827","3","-21.4972646133943","45.0966135978045","39.4368313702379","16.3375823562393","1","0.585727813605002"
"Lib90_00009.HCC827","3","-15.7367715816208","43.2758213890997","34.9200538714031","13.9985675659824","1","0.599125258582543"
"Lib90_00010.H838","2","-42.9821736841449","21.1590125166362","44.6995296860699","18.705471292159","1","0.581528677739348"
"Lib90_00011.H838","2","-42.9378915019562","21.1807820881021","44.6603794275187","18.7411986465939","1","0.58036185794145"
"Lib90_00012.HCC827","3","-22.3727882619742","46.9611282971585","41.4506292568149","16.3554602048408","1","0.605423114242546"
"Lib90_00013.HCC827","3","-21.8383050625028","46.4683654079242","40.7498778653253","16.0626605925118","1","0.605823098523204"
"Lib90_00014.HCC827","3","-15.9848109050571","43.7679404570216","35.4638632836807","13.7770430692112","1","0.611518830901005"
"Lib90_00015.HCC827","3","-21.4466589083812","45.0896074892616","39.402715792725","16.3014984384756","1","0.586284901674585"
"Lib90_00016.HCC827","3","-20.8432062400631","44.527447735834","38.6063653200189","16.1279383218373","1","0.582246653158144"
"Lib90_00017.HCC827","1","-8.1229944764206","16.9573975345322","36.5953591317832","11.1930607510267","3","0.694139885040627"
"Lib90_00018.HCC827","3","-19.5505702448672","43.5425389829001","37.0853584819905","15.8050136265621","1","0.573820659324694"
"Lib90_00019.HCC827","3","-20.5082000116199","46.4888046281391","40.0480404993514","15.0085767085873","1","0.62523567891342"
"Lib90_00020.H838","2","-42.8650897929717","21.084796351016","44.5715177251111","18.7293070253032","1","0.579792029052865"
"Lib90_00021.HCC827","3","-20.1539396399231","44.415025379361","38.1340230177657","15.7001542024436","1","0.588290115754918"
"Lib90_00022.HCC827","3","-21.3647892850187","45.6374056155643","39.8053850483188","15.996844175489","1","0.598123616790271"
"Lib90_00023.H838","2","-41.5748038157904","20.8954014544455","43.2776046272244","19.3721233615111","1","0.5523753329609"
"Lib90_00024.H838","2","-42.9093907631895","21.1498342281852","44.626806637624","18.7399283003305","1","0.580074629751096"
"Lib90_00025.HCC827","3","-18.8748141688424","44.6921654156554","37.6842456645409","14.7208612123428","1","0.60936298570534"
"Lib90_00026.H1975","1","-7.84467529074005","16.6876745885333","36.8596833270601","10.8877370137284","3","0.704616642603239"
"Lib90_00027.H1975","1","-7.6234627018771","16.890503086234","36.6663921561709","10.8159749768803","3","0.705016655829881"
"Lib90_00028.HCC827","3","-18.211842370863","44.6770012637616","37.331880953119","14.3390424411875","1","0.615903563520029"
"Lib90_00029.HCC827","3","-18.5902777612152","43.9441440152424","36.9073712093578","14.9782873931662","1","0.594165422722699"
"Lib90_00030.H1975","1","-8.09355870354636","16.5447555710274","36.9960324252077","11.0142824220916","3","0.70228476676902"
"Lib90_00031.HCC827","3","-19.7118570129459","46.8169915448897","39.9108312755455","14.3175552736674","1","0.641261411599808"
"Lib90_00032.HCC827","3","-19.4336316124203","44.495045115394","37.8124273393692","15.177399931415","1","0.598613445384059"
"Lib90_00033.HCC827","3","-20.382983243867","46.1577476286545","39.7047668532475","15.0428025408188","1","0.621133588407196"
"Lib90_00034.HCC827","3","-20.8309441078468","46.5381761578051","40.2607434812533","15.234330049736","1","0.621608327803743"
"Lib90_00035.H838","2","-40.1737589228396","20.6624365381731","41.8682504095892","20.128161844966","1","0.519249988999875"
"Lib90_00036.HCC827","3","-15.6458263572697","44.0793909361122","35.5778373186853","13.4418106737083","1","0.622185841334187"
"Lib90_00037.H838","2","-42.7015914138082","19.4786367110442","44.1422622233166","18.0332932523311","1","0.591473287864127"
"Lib90_00038.HCC827","3","-21.4041093899279","45.2720251591683","39.527868302401","16.1852562173925","1","0.590535566108194"
"Lib90_00039.HCC827","3","-15.4315775467731","44.1694705107298","35.559020977463","13.3020511957956","1","0.625916270185662"
"Lib90_00040.HCC827","3","-17.7146586693278","44.8388440592161","37.2213950318421","13.9750813120892","1","0.624541710483073"
"Lib90_00041.HCC827","2","-39.5136045491973","22.2976347439404","41.5664239133812","21.4165646502398","1","0.484762877488113"
"Lib90_00042.HCC827","3","-19.5132017672144","45.2841394282216","38.5146024225347","14.8225723376005","1","0.615144090675388"
"Lib90_00043.HCC827","3","-20.2971927404227","44.8443828531134","38.5666192729927","15.5743637405527","1","0.596169847548472"
"Lib90_00044.HCC827","3","-21.3807300979248","45.793952805549","39.9428094153514","15.9451998668329","1","0.600799240208061"
"Lib90_00045.HCC827","3","-19.2413354551876","44.4459796999545","37.6695646529463","15.0822227313514","1","0.599617811612489"
"Lib90_00046.H838","2","-48.9305076301058","16.2200303522567","49.9475053221866","14.1447144320486","1","0.716808390312827"
"Lib90_00047.HCC827","3","-21.4213927707769","45.4467062753245","39.6804242493051","16.1220204501378","1","0.59370342542595"
"Lib90_00048.HCC827","3","-15.9108307025071","44.1642348666899","35.774187604802","13.4985475804209","1","0.622673539661067"
"Lib90_00049.HCC827","3","-19.7449405876167","44.9419034311191","38.3506341128174","15.1457222577583","1","0.60507244252589"
"Lib90_00050.HCC827","3","-21.2180366191193","47.2714957405591","41.079237588414","15.3006145232495","1","0.627534116466542"
"Lib90_00051.HCC827","3","-19.8870898598025","47.9587955007412","40.9715075043235","14.1037719095074","1","0.655766341816467"
"Lib90_00052.H1975","1","-4.0515727084102","18.5748824203532","35.2801528296664","9.65838754034251","3","0.726237366743464"
"Lib90_00053.H1975","1","-7.86393716235017","16.6066617278646","36.9380683195728","10.8709902417515","3","0.705696839702059"
"Lib90_00054.HCC827","3","-15.1631588679121","44.5425658339997","35.7670597955979","12.9755435264096","1","0.637220850677623"
"Lib90_00055.H1975","1","-8.15978407507939","15.5973150399801","37.9162519777363","10.7650566674882","3","0.716083312406268"
"Lib90_00056.H838","2","-43.804974434719","21.4575377416648","45.558197358352","18.4434092377021","1","0.5951681517899"
"Lib90_00057.H838","2","-46.5936812713726","23.9901956190684","48.4300896798725","18.9035097458827","3","0.609674277482518"
"Lib90_00058.HCC827","3","-21.1491366916989","49.1582884583272","42.6325784296843","14.8514474149084","1","0.651640882115457"
"Lib90_00059.HCC827","3","-21.8996296770819","48.4537540771139","42.4302648031716","15.5863201637504","1","0.632660313668716"
"Lib90_00060.HCC827","3","-17.316118367876","44.1866555429671","36.4662368128496","14.1385322639104","1","0.612284307358845"
"Lib90_00061.HCC827","3","-20.6218276170573","48.2163827534824","41.5632555927272","14.5953243805531","1","0.648840684580372"
"Lib90_00062.H838","2","-39.8696955275754","20.2597531159474","41.4980811324888","20.138394389134","1","0.514715046104441"
"Lib90_00063.HCC827","3","-17.6767819860507","47.1374003519775","39.1899019721344","12.922062437139","1","0.670270610875038"
"Lib90_00064.HCC827","3","-19.2230401799448","47.3768392753792","40.1423741776636","13.7991036934562","1","0.656245950167681"
"Lib90_00065.HCC827","3","-21.9524880453486","48.1924903082567","42.2402082624174","15.6820614906397","1","0.628740905034964"
"Lib90_00066.HCC827","3","-19.5392448383409","45.0268974751782","38.3126902326068","14.9662535718369","1","0.609365631048805"
"Lib90_00067.H838","2","-42.7057537250802","19.8853126069296","44.2092739019806","18.2173880978016","1","0.587928357787721"
"Lib90_00068.HCC827","3","-14.9002823761373","44.6330020879815","35.7314476502596","12.8263891744943","1","0.64103359874922"
"Lib90_00069.HCC827","3","-18.9857271765426","46.6052327581753","39.3638403260339","13.9079939274963","1","0.646680968820564"
"Lib90_00070.H838","2","-46.7914514230445","24.169374847618","48.4821830856663","18.9667287249809","3","0.60878971370849"
"Lib90_00071.HCC827","3","-17.50964526393","46.0619714268281","38.1759115145621","13.2585617611652","1","0.652698226835849"
"Lib90_00072.HCC827","3","-17.8620409825947","46.4476118955828","38.6783680784393","13.2894922719174","1","0.656410212422447"
"Lib90_00073.H1975","1","-4.52003097437124","18.1138996712346","35.6715833290893","9.63707730196597","3","0.729838812786671"
"Lib90_00074.H1975","1","-7.62258047811239","16.5399559059069","37.0065230238119","10.6792601397825","3","0.711422223241267"
"Lib90_00075.HCC827","3","-13.5030720091481","45.3131098361028","35.758033269848","11.9977437025178","1","0.664474172503368"
"Lib90_00076.HCC827","3","-22.2220712375557","48.2634543061122","42.4441449917004","15.8999441604849","1","0.625391342820218"
"Lib90_00077.HCC827","3","-20.9225289520831","47.1030717875254","40.7814929874183","15.1175351666341","1","0.629304028391062"
"Lib90_00078.H838","2","-40.5607731859116","21.8704308691778","42.4857212697957","20.509052678764","1","0.517271872389172"
"Lib90_00079.H2228","4","36.2955548645946","34.9019444837147","42.1228657625975","18.1087926368347","1","0.570095901382994"
"Lib90_00080.H1975","1","-8.23153302367132","15.6336065952299","37.8807393303063","10.8289787907945","3","0.714129687481288"
"Lib90_00081.HCC827","3","-14.3397105214873","45.2683236527696","36.0583222778799","12.2748886746641","1","0.659582368251388"
"Lib90_00082.H1975","1","-7.39863421133347","15.8344064862371","37.6962962687284","10.2913922544302","3","0.726991952178399"
"Lib90_00083.HCC827","3","-13.4851360649576","45.1520695296037","35.6053093179753","12.0833976314371","1","0.66062933133018"
"Lib90_00084.HCC827","3","-19.9631559647147","46.9703217952137","40.1694564968652","14.4428508587944","1","0.640451922471953"
"Lib90_00085.HCC827","3","-21.5850477041509","47.6571956520319","41.5970714748456","15.4950441654411","1","0.627496753592107"
"Lib90_00086.HCC827","3","-21.5315803856113","46.8280224084076","40.8788759978158","15.6900908202244","1","0.616180962973084"
"Lib90_00087.HCC827","3","-21.4331367796464","47.4835015198009","41.3709637473624","15.4153305338008","1","0.627387686012425"
"Lib90_00088.H838","2","-49.2833241360928","17.4554313332786","50.3953266402057","14.5160213812671","1","0.711956993851764"
"Lib90_00089.HCC827","3","-18.7663562103949","45.8390542201912","38.6001509049528","14.0871931678048","1","0.63504823588663"
"Lib90_00090.H1975","1","-5.62673317420955","14.4420829626843","39.1280427061469","8.89151921881059","3","0.772758395159547"
"Lib90_00091.HCC827","3","-19.1557245015068","46.1884660342789","39.0941732498591","14.1830560693529","1","0.637207929204538"
"Lib90_00092.H838","2","-43.4905763452934","18.3763463936147","44.7676899380346","17.1242053387116","1","0.617487403026287"
"Lib90_00093.HCC827","3","-17.0691450468364","45.8426526622841","37.7770199186937","13.1276796722152","1","0.652495625635121"
"Lib90_00094.H838","2","-48.3082398125987","13.9057472023267","49.2264415595862","13.6744244021934","1","0.722213835309603"
"Lib90_00095.H1975","1","-6.95595084555278","16.3698867056749","37.1895267289837","10.1853792480944","3","0.726122375196659"
"Lib90_00096.H1975","1","-8.10786531040635","15.2509574747217","38.2533545485249","10.6386270955302","3","0.72189034867426"
"Lib90_00097.H1975","1","-6.79190436674408","17.4929818648906","36.1075558971268","10.546146184363","3","0.707924119416729"
"Lib90_00098.HCC827","3","-21.8703175858652","48.842816757235","42.7408217726243","15.4962457912839","1","0.637436877706238"
"Lib90_00099.H838","2","-46.9210006771666","24.1987637402987","48.568825827335","18.9463827210688","3","0.609906511052496"
"Lib90_00100.H1975","1","-1.29649017453275","18.884570325005","35.4061771953783","8.88551437828691","3","0.749040560655423"
