x
1,2158
2,834
3,3646
4,1310
5,1530
6,611
7,1309
8,3150
9,3394
10,1539
11,1624
12,2838
13,2123
14,1499
15,2026
16,1613
17,1284
18,1488
19,3870
20,469
21,2024
22,2028
23,2032
24,2097
25,1564
26,946
27,3733
28,707
29,3034
30,1548
31,1331
32,1090
33,2080
34,823
35,1195
36,2469
37,1412
38,3589
39,1510
40,661
41,1810
42,2150
43,2294
44,571
45,498
46,3872
47,152
48,806
49,3873
50,120
51,1632
52,1000
53,3686
54,3863
55,1462
56,393
57,721
58,1400
59,3333
60,3348
61,602
62,2731
63,1575
64,2139
65,2245
66,2858
67,474
68,1906
69,2693
70,1930
71,1837
72,3075
73,800
74,2836
75,1985
76,2126
77,3197
78,280
79,279
80,2089
81,1836
82,3266
83,212
84,2659
85,2
86,3098
87,3231
88,3260
89,3675
90,3223
91,2007
92,335
93,2600
94,2674
95,1422
96,1046
97,2189
98,843
99,436
100,2229
101,686
102,2912
103,3671
104,135
105,867
106,1889
107,306
108,2216
109,3666
110,997
111,538
112,3684
113,2293
114,1023
115,1127
116,2250
117,2052
118,2763
119,1908
120,3177
121,689
122,1552
123,1676
124,1216
125,3025
126,2848
127,1600
128,1273
129,256
130,2886
131,2953
132,2626
133,1704
134,3247
135,2317
136,37
137,3189
138,189
139,2475
140,1498
141,2841
142,667
143,2891
144,521
145,1886
146,107
147,1134
148,2699
149,1397
150,825
151,1245
152,3887
153,849
154,1617
155,500
156,2668
157,281
158,2726
159,2319
160,1922
161,1332
162,2864
163,2898
164,1918
165,2465
166,2785
167,541
168,1095
169,177
170,1135
171,2617
172,2822
173,2011
174,2263
175,3455
176,1138
177,2096
178,919
179,801
180,2657
181,2498
182,1461
183,813
184,150
185,3170
186,3306
187,2529
188,1033
189,1929
190,172
191,1559
192,2086
193,2081
194,1085
195,1433
196,2713
197,1201
198,1793
199,1101
200,795
201,1835
202,1186
203,2137
204,936
205,3444
206,518
207,138
208,1351
209,1329
210,2375
211,3292
212,2956
213,3639
214,3203
215,1449
216,1299
217,2685
218,3162
219,830
220,441
221,3658
222,497
223,2180
224,3181
225,3420
226,2607
227,2722
228,3214
229,752
230,46
231,2393
232,3132
233,972
234,736
235,2584
236,3152
237,1588
238,2751
239,3601
240,875
241,894
242,996
243,1528
244,89
245,269
246,953
247,3636
248,644
249,2320
250,2747
251,615
252,940
253,3261
254,1957
255,1417
256,1153
257,1306
258,3015
259,3023
260,1395
261,3119
262,3741
263,1317
264,3085
265,1314
266,2452
267,2118
268,1104
269,2805
270,2368
271,1045
272,728
273,3611
274,3567
275,1505
276,2061
277,3895
278,2523
279,3580
280,3319
281,1368
282,3509
283,3219
284,3742
285,1459
286,78
287,3050
288,2415
289,2967
290,3041
291,2253
292,2670
293,2991
294,104
295,3316
296,2981
297,156
298,1179
299,513
300,353
301,29
302,3488
303,1007
304,2500
305,1409
306,2954
307,594
308,1638
309,236
310,3354
311,2920
312,3491
313,1345
314,3284
315,3048
316,3399
317,428
318,3770
319,3164
320,2479
321,1853
322,3086
323,2352
324,1426
325,3378
326,1513
327,2280
328,2634
329,2214
330,2035
331,1071
332,3668
333,569
334,1180
335,3053
336,2373
337,3339
338,3612
339,38
340,1440
341,676
342,3472
343,1718
344,1964
345,3777
346,2538
347,3621
348,1905
349,685
350,3640
351,3812
352,1799
353,2492
354,755
355,220
356,2585
357,2487
358,2700
359,796
360,3626
361,131
362,1343
363,1554
364,1115
365,1509
366,247
367,2266
368,2380
369,1940
370,2968
371,1207
372,1357
373,149
374,1271
375,412
376,3209
377,2060
378,632
379,3823
380,2909
381,2995
382,3239
383,1893
384,3047
385,2107
386,2640
387,949
388,2176
389,2590
390,431
